age,income,education,gender,hours_per_week,occupation,marital_status,health_condition
23,41985.42172888021,Maestría,Otro,30.0,nan,Casado,Buena
46,51854.956525122376,Maestría,Femenino,27.0,Comerciante,Soltero,Regular
61,39698.709530182496,Maestría,Otro,20.0,Ingeniero,Soltero,Buena
37,56490.54833666757,Bachillerato,Otro,56.0,Doctor,Casado,Mala
28,35151.38336479834,Doctorado,Otro,51.0,Artista,Divorciado,Regular
28,55280.54289410572,Universitario,Otro,34.0,Doctor,Divorciado,Regular
27,49441.56449825218,Maestría,Masculino,,Artista,Viudo,Regular
45,,Universitario,Masculino,39.0,Doctor,Divorciado,Mala
53,63386.80325902655,Bachillerato,Otro,53.0,Ama de casa,Viudo,Mala
29,29153.778132863037,Universitario,Femenino,46.0,nan,Viudo,Regular
50,54362.23122358904,Doctorado,Femenino,25.0,Estudiante,Divorciado,Buena
56,,Bachillerato,Otro,34.0,Artista,Soltero,Mala
49,31996.274940341696,Universitario,Femenino,37.0,Doctor,Casado,Mala
40,32632.183075336212,Bachillerato,Otro,32.0,Artista,Divorciado,Regular
45,53027.01365702556,Maestría,Masculino,44.0,Comerciante,Divorciado,Mala
39,24003.817121140826,Maestría,Masculino,42.0,Estudiante,Casado,Mala
51,44148.528647837855,Maestría,Femenino,20.0,Estudiante,Viudo,Buena
62,,Bachillerato,Femenino,52.0,Ama de casa,Casado,Mala
59,58418.315040866684,Bachillerato,Masculino,55.0,Artista,Viudo,Mala
61,14396.305236572138,Bachillerato,Masculino,43.0,nan,Divorciado,Regular
53,57015.91252465116,Universitario,Femenino,36.0,Ama de casa,Soltero,Buena
59,36867.083692023676,Bachillerato,Otro,48.0,Comerciante,Soltero,Regular
41,55760.30118442085,Bachillerato,Femenino,35.0,nan,Casado,Regular
58,60710.03936764867,Maestría,Femenino,57.0,nan,Soltero,Regular
41,49758.22361392516,Maestría,Otro,,Artista,Casado,Regular
26,,Universitario,Otro,27.0,Ama de casa,Viudo,Mala
59,29508.349501583158,Doctorado,Otro,60.0,Estudiante,Casado,Buena
63,77025.64798780084,Doctorado,Masculino,45.0,Estudiante,Casado,Buena
33,51643.97114140648,Maestría,Masculino,47.0,Ingeniero,Divorciado,Buena
54,,Bachillerato,Otro,37.0,Artista,Soltero,Buena
19,18249.51307554213,Doctorado,Masculino,30.0,Estudiante,Casado,Regular
48,73023.7899633243,Bachillerato,Femenino,57.0,Estudiante,Casado,Regular
55,72757.76475147734,Maestría,Otro,32.0,Ingeniero,Viudo,Buena
60,,Bachillerato,Otro,27.0,nan,Soltero,Regular
18,63139.09508052451,Maestría,Femenino,20.0,Doctor,Casado,Mala
37,44974.888525085385,Bachillerato,Masculino,27.0,Ingeniero,Viudo,Buena
24,40611.85806889123,Universitario,Femenino,22.0,Ama de casa,Casado,Regular
47,66632.2449143886,Maestría,Otro,47.0,Ingeniero,Soltero,Buena
21,52488.96562282391,Universitario,Otro,30.0,Ama de casa,Viudo,Mala
49,55788.70039284724,Bachillerato,Masculino,49.0,Ama de casa,Viudo,Regular
47,82201.15831800121,Doctorado,Masculino,36.0,Ama de casa,Viudo,Buena
34,27770.20457261759,Universitario,Femenino,57.0,nan,Casado,Regular
21,48432.851060331006,Maestría,Femenino,20.0,Artista,Soltero,Buena
44,50341.2735106281,Universitario,Masculino,44.0,nan,Soltero,Mala
24,30128.215456400812,Universitario,Otro,23.0,Estudiante,Soltero,Mala
59,49309.403756602565,Doctorado,Femenino,42.0,Ama de casa,Soltero,Mala
55,46700.25260716627,Bachillerato,Femenino,,nan,Divorciado,Mala
29,54835.67283860558,Doctorado,Masculino,49.0,Artista,Divorciado,Regular
35,,Maestría,Femenino,46.0,Ingeniero,Soltero,Buena
61,45709.94778736001,Universitario,Otro,20.0,nan,Soltero,Buena
21,,Doctorado,Masculino,26.0,Ama de casa,Viudo,Mala
38,51134.72731263044,Universitario,Femenino,39.0,Comerciante,Viudo,Buena
45,61698.05008078862,Bachillerato,Masculino,55.0,Ama de casa,Divorciado,Regular
46,67782.7544723929,Doctorado,Femenino,35.0,Artista,Soltero,Buena
32,66190.20774669327,Doctorado,Femenino,34.0,Ingeniero,Soltero,Buena
32,,Doctorado,Masculino,35.0,Ingeniero,Casado,Regular
34,57250.72292784805,Doctorado,Femenino,46.0,Comerciante,Divorciado,Mala
53,,Maestría,Femenino,34.0,Estudiante,Divorciado,Regular
56,69463.58241307034,Maestría,Masculino,31.0,Doctor,Casado,Regular
61,58445.36919696983,Universitario,Femenino,38.0,Ingeniero,Viudo,Regular
45,74897.11130770491,Universitario,Masculino,59.0,Artista,Viudo,Regular
56,45411.70142674591,Maestría,Otro,58.0,Artista,Divorciado,Buena
41,65006.24999484256,Doctorado,Femenino,35.0,Comerciante,Soltero,Regular
38,53598.70322266934,Maestría,Masculino,35.0,Artista,Casado,Mala
41,,Doctorado,Masculino,59.0,Doctor,Casado,Mala
52,34590.691495950094,Doctorado,Femenino,24.0,Ingeniero,Viudo,Buena
50,45652.760540087664,Bachillerato,Femenino,43.0,Estudiante,Casado,Mala
19,55096.17934967911,Universitario,Otro,56.0,Artista,Divorciado,Buena
40,41695.911489187114,Bachillerato,Otro,29.0,Doctor,Casado,Mala
39,,Universitario,Otro,43.0,Comerciante,Soltero,Mala
22,37871.92275521683,Doctorado,Otro,60.0,nan,Soltero,Mala
63,26848.207791934903,Maestría,Otro,21.0,Doctor,Casado,Regular
58,,Doctorado,Otro,41.0,Artista,Soltero,Mala
57,66322.9581330668,Universitario,Femenino,53.0,Ingeniero,Soltero,Mala
42,60267.97347791034,Bachillerato,Otro,56.0,Doctor,Soltero,Buena
40,22363.376565521252,Maestría,Femenino,55.0,nan,Divorciado,Buena
35,59158.878073055464,Maestría,Otro,51.0,nan,Viudo,Mala
44,70598.32535384667,Universitario,Otro,43.0,Ama de casa,Soltero,Mala
26,34097.79482937939,Universitario,Otro,34.0,Doctor,Divorciado,Buena
23,67994.30124983501,Universitario,Otro,21.0,Ama de casa,Casado,Buena
51,31654.130468876665,Doctorado,Otro,58.0,Ama de casa,Divorciado,Buena
40,66779.21031167835,Universitario,Otro,25.0,Ama de casa,Soltero,Regular
36,40421.66395745425,Universitario,Masculino,,Doctor,Soltero,Regular
28,66508.28269586849,Bachillerato,Femenino,36.0,Doctor,Soltero,Regular
47,22252.606128913598,Doctorado,Otro,46.0,Ama de casa,Soltero,Regular
29,79637.93074268426,Maestría,Femenino,34.0,Doctor,Soltero,Regular
48,55622.63230176266,Maestría,Femenino,51.0,Estudiante,Viudo,Regular
25,63536.04729755123,Maestría,Femenino,58.0,Doctor,Divorciado,Buena
48,59998.38744203675,Bachillerato,Masculino,36.0,Ingeniero,Divorciado,Regular
60,41888.43295708345,Universitario,Masculino,57.0,Ingeniero,Divorciado,Buena
39,32919.84993590528,Maestría,Masculino,52.0,Comerciante,Soltero,Regular
25,63000.079666885686,Bachillerato,Masculino,25.0,Ingeniero,Divorciado,Mala
43,39091.841445624224,Maestría,Femenino,45.0,Doctor,Casado,Mala
62,41640.69978055459,Universitario,Masculino,28.0,Comerciante,Soltero,Regular
37,55002.80106495998,Doctorado,Otro,34.0,nan,Divorciado,Regular
43,53628.84247351316,Doctorado,Femenino,53.0,Ingeniero,Casado,Regular
63,52034.94751650534,Doctorado,Otro,44.0,Comerciante,Viudo,Buena
60,,Doctorado,Femenino,23.0,Estudiante,Casado,Mala
21,57606.64040033464,Bachillerato,Femenino,40.0,Doctor,Casado,Regular
38,47035.47127276533,Universitario,Otro,42.0,Doctor,Casado,Mala
37,,Bachillerato,Otro,53.0,Comerciante,Casado,Buena
55,95461.36809105336,Doctorado,Masculino,35.0,Comerciante,Divorciado,Buena
51,40523.75952217421,Bachillerato,Otro,25.0,Comerciante,Viudo,Buena
62,46035.09985636158,Universitario,Otro,34.0,Ingeniero,Casado,Buena
43,31583.821423187528,Doctorado,Otro,45.0,Estudiante,Divorciado,Mala
25,34369.90026360797,Universitario,Masculino,45.0,nan,Soltero,Regular
55,45744.5106585516,Universitario,Otro,36.0,Doctor,Casado,Regular
38,,Maestría,Femenino,42.0,nan,Soltero,Regular
52,28447.612328058956,Universitario,Masculino,20.0,Doctor,Viudo,Mala
34,43817.83348493678,Bachillerato,Femenino,52.0,Ama de casa,Divorciado,Regular
63,47409.660160948355,Doctorado,Femenino,27.0,Estudiante,Divorciado,Mala
58,15083.36636005099,Universitario,Masculino,52.0,Estudiante,Soltero,Regular
57,41396.40145794804,Maestría,Femenino,37.0,Ama de casa,Viudo,Buena
51,56968.58150525263,Bachillerato,Masculino,52.0,Ama de casa,Soltero,Buena
51,48462.62227394168,Doctorado,Otro,56.0,Doctor,Viudo,Mala
19,,Doctorado,Femenino,25.0,Doctor,Soltero,Buena
27,36346.87331535156,Maestría,Otro,53.0,Doctor,Casado,Regular
41,70813.95090807992,Maestría,Masculino,32.0,Comerciante,Viudo,Regular
22,,Bachillerato,Femenino,22.0,Doctor,Soltero,Buena
42,26134.560074741028,Maestría,Femenino,24.0,Ingeniero,Casado,Buena
24,52903.472870883044,Maestría,Masculino,,Artista,Casado,Regular
51,62900.86088180668,Maestría,Femenino,48.0,Comerciante,Soltero,Buena
42,55049.0732327104,Universitario,Otro,32.0,Estudiante,Soltero,Regular
28,56760.47703876869,Universitario,Femenino,48.0,Ingeniero,Soltero,Buena
47,59772.15327380222,Bachillerato,Masculino,44.0,Comerciante,Casado,Regular
46,48852.714196361434,Universitario,Masculino,48.0,Doctor,Soltero,Mala
42,41489.34318150072,Doctorado,Otro,40.0,Doctor,Viudo,Buena
21,45556.094718954424,Bachillerato,Femenino,50.0,Ingeniero,Divorciado,Regular
36,32025.1979527215,Maestría,Masculino,53.0,Doctor,Casado,Buena
39,66396.08309859673,Maestría,Femenino,46.0,Comerciante,Viudo,Mala
24,,Bachillerato,Masculino,30.0,Ama de casa,Divorciado,Regular
38,,Maestría,Masculino,43.0,Ingeniero,Casado,Mala
39,51155.67317161212,Doctorado,Otro,55.0,Comerciante,Divorciado,Regular
45,63119.854924746585,Bachillerato,Femenino,41.0,Artista,Soltero,Buena
44,45850.976306669894,Universitario,Otro,27.0,Ingeniero,Casado,Regular
43,68569.67377824929,Universitario,Femenino,57.0,Artista,Divorciado,Mala
18,49002.7178054715,Maestría,Otro,49.0,Estudiante,Viudo,Regular
64,31344.01168802347,Doctorado,Otro,32.0,Ama de casa,Viudo,Regular
21,43137.92024067319,Maestría,Femenino,23.0,Estudiante,Viudo,Buena
55,61261.04105001181,Bachillerato,Otro,39.0,Doctor,Divorciado,Buena
25,59834.38766292674,Universitario,Masculino,,Ingeniero,Viudo,Buena
34,45943.32908791189,Maestría,Femenino,35.0,nan,Viudo,Mala
29,26123.904570697843,Doctorado,Otro,20.0,Estudiante,Soltero,Mala
29,63760.80482707404,Doctorado,Femenino,20.0,Artista,Soltero,Mala
62,22724.453813937038,Maestría,Femenino,46.0,nan,Soltero,Regular
20,40078.001567274434,Maestría,Otro,45.0,Comerciante,Viudo,Buena
23,65620.54596878993,Bachillerato,Masculino,28.0,Comerciante,Divorciado,Mala
35,68847.09876434607,Maestría,Femenino,28.0,Doctor,Casado,Mala
32,42068.53167531846,Bachillerato,Femenino,,Artista,Viudo,Mala
23,,Maestría,Otro,28.0,Doctor,Viudo,Regular
32,,Bachillerato,Otro,45.0,Ingeniero,Divorciado,Regular
35,,Maestría,Otro,54.0,nan,Soltero,Buena
59,44131.73118094355,Maestría,Masculino,40.0,Comerciante,Soltero,Regular
64,45020.545986801575,Bachillerato,Masculino,57.0,Comerciante,Divorciado,Buena
62,48088.423375116574,Bachillerato,Otro,45.0,Ama de casa,Divorciado,Regular
48,44770.39833766121,Universitario,Otro,32.0,nan,Soltero,Buena
52,41188.1724362241,Bachillerato,Masculino,,Ingeniero,Soltero,Mala
21,43937.250980178054,Maestría,Femenino,39.0,Ingeniero,Casado,Regular
18,31060.970344126592,Maestría,Femenino,34.0,Estudiante,Divorciado,Regular
47,45896.19007344627,Universitario,Masculino,35.0,Artista,Divorciado,Regular
62,22546.338891264735,Maestría,Femenino,,Estudiante,Casado,Buena
62,66908.07989404985,Doctorado,Femenino,52.0,Estudiante,Divorciado,Regular
62,36345.45884919087,Universitario,Femenino,41.0,Ingeniero,Viudo,Buena
18,64045.23399999648,Doctorado,Otro,36.0,Ingeniero,Divorciado,Buena
35,75566.49726026067,Doctorado,Femenino,54.0,Estudiante,Casado,Mala
47,28391.751393830862,Bachillerato,Otro,56.0,nan,Viudo,Buena
45,51820.29203565598,Bachillerato,Masculino,56.0,Ingeniero,Casado,Buena
52,38851.95732253735,Maestría,Otro,26.0,Estudiante,Soltero,Regular
54,44075.33879743564,Universitario,Masculino,25.0,Estudiante,Divorciado,Mala
39,40670.571475280216,Bachillerato,Otro,24.0,Doctor,Soltero,Mala
48,34594.35686014775,Maestría,Femenino,26.0,Ingeniero,Casado,Buena
55,55982.922835689984,Universitario,Masculino,50.0,Ingeniero,Viudo,Mala
35,31944.138357489013,Maestría,Femenino,23.0,Ama de casa,Soltero,Mala
56,51319.46997443134,Bachillerato,Femenino,58.0,Ama de casa,Soltero,Regular
33,34815.13170362248,Universitario,Otro,23.0,Ama de casa,Soltero,Buena
19,84055.14716421052,Universitario,Otro,21.0,Comerciante,Viudo,Buena
33,47020.220350551164,Doctorado,Femenino,47.0,Doctor,Viudo,Regular
59,65214.20475646526,Doctorado,Femenino,38.0,Ama de casa,Divorciado,Buena
40,,Doctorado,Femenino,25.0,Comerciante,Viudo,Mala
63,47224.53941133483,Maestría,Otro,29.0,Artista,Casado,Regular
35,63827.2297578436,Doctorado,Masculino,48.0,Ingeniero,Divorciado,Mala
62,28677.04411730727,Universitario,Masculino,50.0,Artista,Viudo,Regular
40,45431.01703019504,Maestría,Otro,47.0,nan,Soltero,Mala
31,63172.183271480455,Maestría,Femenino,58.0,Artista,Viudo,Regular
20,57259.20078270726,Doctorado,Masculino,30.0,Doctor,Divorciado,Buena
29,55110.24212379578,Bachillerato,Otro,30.0,Estudiante,Viudo,Regular
27,52078.59394204795,Doctorado,Masculino,51.0,Estudiante,Divorciado,Regular
58,58295.812354366586,Bachillerato,Masculino,23.0,Ama de casa,Viudo,Regular
22,46732.04117505292,Bachillerato,Masculino,20.0,Ama de casa,Divorciado,Buena
28,,Doctorado,Otro,55.0,Ingeniero,Soltero,Regular
24,38508.61808127223,Doctorado,Otro,22.0,Comerciante,Soltero,Regular
62,47742.81843718915,Maestría,Masculino,40.0,Ama de casa,Viudo,Buena
26,39567.3132860201,Maestría,Otro,28.0,Doctor,Divorciado,Mala
26,37940.14132139967,Bachillerato,Femenino,20.0,nan,Divorciado,Buena
26,52903.545784338596,Doctorado,Otro,42.0,Estudiante,Viudo,Buena
62,40838.46722078835,Doctorado,Otro,35.0,Estudiante,Viudo,Regular
55,72163.62609727163,Doctorado,Otro,52.0,Artista,Soltero,Mala
36,82223.01568885746,Maestría,Otro,46.0,Ingeniero,Casado,Mala
20,69059.14718228346,Universitario,Masculino,35.0,Doctor,Casado,Mala
23,63379.32264139508,Doctorado,Femenino,20.0,Doctor,Viudo,Regular
47,58276.917775954964,Maestría,Masculino,54.0,Ama de casa,Divorciado,Buena
55,,Bachillerato,Femenino,33.0,Artista,Viudo,Buena
54,29375.001753133998,Bachillerato,Otro,29.0,Artista,Viudo,Buena
60,20557.84131581882,Universitario,Otro,50.0,Doctor,Casado,Buena
47,46337.600987076105,Bachillerato,Masculino,53.0,Ingeniero,Casado,Mala
45,45864.95735904123,Doctorado,Otro,31.0,Doctor,Viudo,Mala
35,85626.04976130984,Maestría,Femenino,20.0,Ingeniero,Divorciado,Mala
29,34812.44613522788,Doctorado,Masculino,40.0,Comerciante,Viudo,Regular
26,85441.80327837565,Universitario,Femenino,54.0,nan,Divorciado,Regular
42,,Bachillerato,Masculino,51.0,Ama de casa,Divorciado,Mala
21,,Bachillerato,Otro,26.0,Comerciante,Divorciado,Regular
29,25562.84443750743,Bachillerato,Masculino,50.0,Comerciante,Divorciado,Buena
33,73190.68264830494,Universitario,Femenino,40.0,Comerciante,Casado,Regular
21,46059.94722911406,Doctorado,Otro,60.0,Artista,Divorciado,Buena
54,29424.59695250837,Bachillerato,Femenino,,Ama de casa,Viudo,Buena
57,76172.55851474736,Doctorado,Masculino,20.0,Comerciante,Soltero,Regular
39,21494.052869524763,Doctorado,Femenino,43.0,Artista,Viudo,Mala
47,61010.24047934003,Maestría,Masculino,54.0,nan,Viudo,Buena
21,,Maestría,Otro,32.0,Artista,Divorciado,Buena
29,57318.15539973359,Maestría,Otro,30.0,nan,Casado,Regular
33,62639.83552024598,Bachillerato,Femenino,,Ingeniero,Divorciado,Buena
63,49944.50660391452,Universitario,Otro,37.0,Doctor,Divorciado,Regular
44,67413.33490247038,Doctorado,Femenino,23.0,Ingeniero,Casado,Buena
33,47830.82121009436,Maestría,Otro,29.0,Artista,Divorciado,Mala
51,44199.034278312254,Maestría,Masculino,22.0,Estudiante,Viudo,Regular
29,31908.93729941117,Universitario,Masculino,56.0,Ingeniero,Soltero,Mala
23,22359.479489884572,Universitario,Otro,20.0,Artista,Divorciado,Buena
48,17355.64809511925,Doctorado,Masculino,26.0,Estudiante,Viudo,Buena
22,58102.18635594461,Maestría,Masculino,46.0,Doctor,Viudo,Buena
50,42151.71218598491,Maestría,Masculino,29.0,Ingeniero,Casado,Buena
55,,Universitario,Masculino,50.0,nan,Soltero,Buena
61,75879.14043884867,Doctorado,Masculino,38.0,nan,Casado,Regular
63,64180.067019970375,Universitario,Femenino,54.0,nan,Divorciado,Mala
47,31592.190926785435,Doctorado,Femenino,57.0,Doctor,Casado,Buena
45,42068.56248644512,Universitario,Femenino,26.0,Doctor,Viudo,Regular
57,41639.1033778082,Maestría,Masculino,32.0,Artista,Viudo,Buena
45,67100.31100678716,Maestría,Otro,,Artista,Divorciado,Buena
47,62797.657212253136,Doctorado,Otro,42.0,Artista,Divorciado,Buena
26,38188.108803680356,Doctorado,Masculino,40.0,Doctor,Divorciado,Regular
29,72290.43485032849,Maestría,Otro,22.0,Estudiante,Viudo,Regular
51,44049.750074110736,Universitario,Masculino,54.0,Doctor,Viudo,Regular
32,37019.777761919395,Universitario,Femenino,32.0,Doctor,Soltero,Regular
56,60024.30737444137,Doctorado,Femenino,53.0,Artista,Viudo,Regular
29,,Doctorado,Otro,36.0,nan,Casado,Buena
28,66652.09009049766,Doctorado,Femenino,43.0,Ingeniero,Divorciado,Regular
43,88061.59740801979,Doctorado,Otro,33.0,Ingeniero,Soltero,Regular
50,73671.51446452111,Universitario,Femenino,48.0,Estudiante,Divorciado,Regular
58,46888.754008290416,Maestría,Femenino,39.0,Ama de casa,Viudo,Mala
24,67715.9505007301,Bachillerato,Otro,52.0,Comerciante,Soltero,Mala
48,70814.86782092066,Doctorado,Femenino,45.0,Artista,Soltero,Buena
40,56515.805007573654,Bachillerato,Femenino,56.0,Artista,Casado,Mala
29,65281.038594002064,Universitario,Femenino,48.0,nan,Casado,Regular
53,44795.19126170653,Bachillerato,Femenino,43.0,Artista,Soltero,Regular
38,48953.14999199037,Bachillerato,Masculino,52.0,Artista,Casado,Mala
22,60274.573855512695,Universitario,Otro,36.0,Estudiante,Divorciado,Mala
22,38092.04115424936,Doctorado,Otro,50.0,nan,Casado,Buena
47,66216.02428008188,Maestría,Femenino,55.0,Artista,Soltero,Mala
45,38189.98965777137,Bachillerato,Masculino,,Comerciante,Casado,Regular
37,57313.24963265845,Doctorado,Femenino,51.0,Comerciante,Divorciado,Buena
58,41164.70556981692,Maestría,Otro,26.0,nan,Casado,Regular
44,59642.17137963407,Universitario,Otro,56.0,Artista,Casado,Buena
44,,Doctorado,Otro,53.0,Comerciante,Casado,Regular
27,,Maestría,Otro,30.0,Estudiante,Soltero,Regular
49,40467.160279252275,Universitario,Otro,34.0,Ingeniero,Viudo,Regular
48,54260.07339463402,Doctorado,Masculino,46.0,Artista,Casado,Regular
35,39152.397620335134,Doctorado,Masculino,59.0,Estudiante,Divorciado,Mala
25,75136.9779481504,Maestría,Masculino,45.0,Artista,Divorciado,Mala
53,29376.385554493656,Doctorado,Masculino,26.0,Doctor,Casado,Regular
27,47192.98669374351,Doctorado,Femenino,31.0,Doctor,Casado,Regular
46,,Universitario,Otro,29.0,Estudiante,Soltero,Buena
25,53371.37611463917,Doctorado,Masculino,49.0,Estudiante,Soltero,Regular
21,51444.843360929626,Doctorado,Femenino,45.0,Ingeniero,Viudo,Buena
25,58014.98394674172,Doctorado,Femenino,51.0,Estudiante,Divorciado,Buena
26,56266.427763044834,Doctorado,Masculino,29.0,nan,Casado,Regular
55,34192.600895489275,Doctorado,Otro,58.0,Ingeniero,Divorciado,Regular
23,75550.13327769627,Maestría,Masculino,58.0,nan,Soltero,Buena
51,48437.945708470026,Universitario,Femenino,39.0,Ingeniero,Divorciado,Buena
46,41465.432482197386,Maestría,Otro,59.0,Doctor,Divorciado,Buena
64,52173.53185331508,Maestría,Otro,43.0,Estudiante,Divorciado,Mala
56,72651.75495175367,Maestría,Masculino,23.0,Ingeniero,Divorciado,Mala
26,37883.6496615794,Bachillerato,Otro,,Comerciante,Soltero,Mala
19,52452.615519154446,Doctorado,Femenino,33.0,Artista,Casado,Regular
20,,Bachillerato,Masculino,56.0,nan,Soltero,Regular
34,29454.067684031164,Universitario,Masculino,44.0,nan,Divorciado,Mala
20,36460.3285558237,Maestría,Femenino,53.0,nan,Divorciado,Mala
29,52128.8502936761,Universitario,Femenino,34.0,Artista,Soltero,Buena
49,43467.45186514406,Maestría,Otro,30.0,Ama de casa,Soltero,Regular
28,72064.17554229726,Doctorado,Otro,58.0,Ama de casa,Viudo,Mala
38,30508.16100757047,Universitario,Femenino,45.0,nan,Viudo,Mala
54,47901.838813366936,Doctorado,Femenino,59.0,nan,Casado,Mala
32,56085.067275073394,Universitario,Otro,23.0,Ama de casa,Casado,Regular
25,36080.988872714486,Doctorado,Otro,56.0,Doctor,Viudo,Buena
47,,Bachillerato,Femenino,44.0,Estudiante,Soltero,Buena
23,47251.522686943725,Maestría,Femenino,26.0,Ama de casa,Viudo,Regular
32,42600.840965536554,Maestría,Masculino,,Comerciante,Viudo,Mala
64,67715.88383901145,Bachillerato,Masculino,21.0,Ingeniero,Viudo,Buena
33,43557.67205816999,Universitario,Masculino,39.0,Doctor,Casado,Buena
50,53880.43251222225,Doctorado,Masculino,40.0,Ama de casa,Viudo,Mala
41,40960.45051309693,Maestría,Masculino,39.0,Ama de casa,Casado,Regular
45,24576.03481913053,Maestría,Otro,58.0,nan,Casado,Regular
24,13577.811708662543,Bachillerato,Masculino,43.0,Artista,Viudo,Mala
27,55040.62196862335,Bachillerato,Masculino,40.0,Estudiante,Soltero,Mala
19,50011.477336012795,Bachillerato,Masculino,23.0,Artista,Soltero,Buena
29,59678.636570669216,Doctorado,Masculino,25.0,Comerciante,Viudo,Buena
41,50020.61148665424,Doctorado,Otro,57.0,Ingeniero,Casado,Regular
24,68929.4132910207,Universitario,Masculino,,Artista,Viudo,Buena
58,40557.628680438094,Maestría,Femenino,34.0,Comerciante,Divorciado,Mala
54,66133.57209317604,Maestría,Otro,29.0,Artista,Casado,Mala
30,24580.931653772586,Universitario,Masculino,51.0,Doctor,Casado,Buena
53,56207.328738781,Doctorado,Femenino,56.0,Ama de casa,Soltero,Mala
23,36479.858784496784,Bachillerato,Femenino,51.0,Doctor,Divorciado,Mala
30,36269.08439415969,Maestría,Masculino,22.0,Artista,Divorciado,Regular
36,54126.16761980462,Universitario,Femenino,51.0,Ama de casa,Viudo,Mala
18,23381.551040011393,Maestría,Otro,54.0,Ama de casa,Viudo,Buena
19,68634.5742594036,Maestría,Masculino,27.0,nan,Casado,Mala
38,72279.6018307102,Maestría,Otro,49.0,Ama de casa,Viudo,Mala
31,59873.54283448442,Doctorado,Otro,,Ingeniero,Soltero,Mala
44,42582.5806607527,Maestría,Masculino,35.0,nan,Viudo,Mala
61,62870.40185640745,Doctorado,Otro,22.0,Doctor,Viudo,Regular
39,12115.101226791994,Maestría,Masculino,,Artista,Divorciado,Mala
32,43374.731207646626,Bachillerato,Femenino,52.0,Ama de casa,Viudo,Mala
31,50538.28155644522,Bachillerato,Femenino,49.0,nan,Soltero,Buena
58,53956.11889677462,Bachillerato,Femenino,45.0,Ama de casa,Casado,Regular
21,52094.14215688436,Universitario,Otro,45.0,Ama de casa,Casado,Regular
59,46829.11338919564,Universitario,Otro,50.0,Ingeniero,Casado,Mala
35,33724.79031976291,Doctorado,Otro,36.0,Ama de casa,Divorciado,Mala
23,63001.00708273963,Maestría,Otro,20.0,Comerciante,Viudo,Buena
44,60295.447209092796,Maestría,Otro,40.0,Ama de casa,Viudo,Buena
45,38178.956124900724,Doctorado,Masculino,49.0,nan,Soltero,Mala
61,53845.99101935781,Doctorado,Femenino,48.0,nan,Casado,Buena
63,59414.37504096946,Bachillerato,Femenino,42.0,Artista,Divorciado,Regular
59,58648.205899051834,Doctorado,Femenino,59.0,Comerciante,Casado,Regular
31,65564.9723404735,Bachillerato,Femenino,25.0,Artista,Viudo,Regular
63,36574.363777930055,Maestría,Otro,22.0,Artista,Viudo,Buena
35,38938.2941066285,Bachillerato,Femenino,51.0,Ingeniero,Divorciado,Buena
40,41399.62938473747,Doctorado,Femenino,27.0,Comerciante,Viudo,Mala
49,73202.44939291655,Doctorado,Otro,48.0,Comerciante,Casado,Buena
43,65270.453900173234,Bachillerato,Masculino,32.0,Doctor,Divorciado,Mala
46,29671.54464435814,Maestría,Femenino,45.0,Ingeniero,Divorciado,Buena
31,72624.85764060236,Doctorado,Femenino,59.0,Artista,Divorciado,Buena
25,27476.02370873141,Bachillerato,Femenino,39.0,Ingeniero,Casado,Regular
44,43503.35351133367,Maestría,Masculino,41.0,Ingeniero,Viudo,Regular
35,39145.828291617276,Universitario,Femenino,49.0,nan,Divorciado,Regular
22,31021.545464076666,Maestría,Otro,52.0,nan,Divorciado,Mala
61,77532.82944723521,Universitario,Femenino,50.0,Ama de casa,Soltero,Mala
48,35762.14256237814,Maestría,Otro,28.0,Artista,Viudo,Mala
46,61768.292815067936,Doctorado,Otro,32.0,Artista,Divorciado,Buena
26,48492.573267473446,Universitario,Otro,56.0,Doctor,Divorciado,Buena
45,36242.14087034817,Maestría,Otro,47.0,Comerciante,Viudo,Mala
24,40627.24183432429,Bachillerato,Masculino,51.0,Comerciante,Soltero,Buena
25,41848.85089202167,Universitario,Otro,35.0,nan,Divorciado,Buena
44,54405.333201666544,Bachillerato,Otro,,Artista,Soltero,Regular
29,61214.4511170174,Universitario,Masculino,20.0,Ama de casa,Soltero,Regular
55,47360.48071317506,Doctorado,Femenino,51.0,Comerciante,Viudo,Mala
47,61122.81000604673,Maestría,Masculino,59.0,Comerciante,Viudo,Mala
38,,Maestría,Otro,57.0,Estudiante,Casado,Buena
47,55870.46025116366,Bachillerato,Masculino,54.0,Ingeniero,Viudo,Mala
46,34390.436849630525,Universitario,Femenino,23.0,Artista,Viudo,Regular
41,73950.02856096713,Bachillerato,Masculino,50.0,Ingeniero,Divorciado,Mala
27,75736.26798485316,Maestría,Otro,41.0,Ama de casa,Soltero,Mala
18,36209.94906161924,Universitario,Femenino,32.0,Doctor,Casado,Mala
56,42266.582091012904,Doctorado,Femenino,57.0,Comerciante,Viudo,Mala
37,,Universitario,Otro,23.0,Artista,Casado,Buena
25,55253.52325693625,Maestría,Masculino,21.0,nan,Soltero,Buena
56,59019.12922651384,Universitario,Otro,46.0,Comerciante,Casado,Mala
21,,Bachillerato,Femenino,44.0,Comerciante,Soltero,Buena
48,,Maestría,Femenino,31.0,Artista,Casado,Mala
55,,Doctorado,Masculino,54.0,nan,Divorciado,Regular
59,35970.89191373001,Universitario,Masculino,60.0,Estudiante,Divorciado,Buena
